27134431	15	29.23852
27134640	15	29.23857
27137268	15	29.239217
27138997	15	29.239633
27139096	15	29.239656
27140154	15	29.239909
27141839	15	29.240312
27144576	15	29.240963
27145665	15	29.24124
27145838	15	29.241288
27147620	15	29.241815
27148076	15	29.24196
27148584	15	29.242129
27148832	15	29.242212
27150786	15	29.242875
27150940	15	29.242927
27151669	15	29.243175
27153403	15	29.243763
27154342	15	29.24408
27154698	15	29.244198
27155218	15	29.244363
27155533	15	29.244464
27155946	15	29.244595
27156574	15	29.244792
27156589	15	29.244797
27156782	15	29.244856
27157400	15	29.245046
27157454	15	29.245063
27158056	15	29.245254
27159610	15	29.245898
27159650	15	29.245916
27159669	15	29.245925
27159793	15	29.245987
27160219	15	29.247887
27161262	15	29.255743
27161380	15	29.255847
27161482	15	29.25594
27161505	15	29.255959
27162512	15	29.256558
27162514	15	29.256559
27162624	15	29.256623
27163685	15	29.257239
27163821	15	29.257318
27164571	15	29.257482
27164630	15	29.257496
27164655	15	29.257503
27164848	15	29.257558
27165261	15	29.257695
27165523	15	29.257782
27166078	15	29.25822
27166355	15	29.258421
27166599	15	29.258527
27167108	15	29.258636
27167253	15	29.258666
27167431	15	29.258704
27167668	15	29.258753
27168075	15	29.258839
27168925	15	29.259016
27170159	15	29.259268
27170655	15	29.259369
27170761	15	29.259391
27171221	15	29.259482
27172230	15	29.25968
27172523	15	29.259735
27172720	15	29.259771
27173038	15	29.25983
27173340	15	29.259881
27174208	15	29.260016
27174705	15	29.260094
27174790	15	29.260107
27176066	15	29.260317
27176923	15	29.260477
27177907	15	29.26066
27178416	15	29.260755
27178623	15	29.264161
27178625	15	29.264194
27179059	15	29.271425
27179760	15	29.317807
27179855	15	29.324093
27180102	15	29.340435
27180615	15	29.374378
27180798	15	29.386486
27180847	15	29.389728
27181321	15	29.397665
27182820	15	29.398379
27186810	15	29.39862
27197487	15	29.399245
27199148	15	29.399343
27200276	15	29.399583
27200335	15	29.399628
27200602	15	29.399951
27200820	15	29.400255
27201097	15	29.400571
27201983	15	29.400841
27202137	15	29.40088
27202697	15	29.401002
27204445	15	29.401367
27206500	15	29.401802
27206814	15	29.401872
27207711	15	29.402101
27208131	15	29.402676
27208761	15	29.402848
27209028	15	29.402915
27210703	15	29.403297
27211234	15	29.403417
27211251	15	29.403421
27211322	15	29.403437
27212292	15	29.403654
27212663	15	29.403738
27213288	15	29.40388
27214049	15	29.404056
27214087	15	29.404065
27214179	15	29.404097
27214460	15	29.40426
27214567	15	29.404513
27214669	15	29.404763
27214751	15	29.404958
27214759	15	29.404976
27215262	15	29.406094
27215344	15	29.406253
27215929	15	29.407231
27215991	15	29.407283
27216187	15	29.407358
27216282	15	29.407391
27217187	15	29.40769
27217802	15	29.407894
27218275	15	29.408075
27218727	15	29.410626
27218875	15	29.413403
27219029	15	29.416305
27219111	15	29.420249
27219209	15	29.426599
27219705	15	29.459047
27219955	15	29.475402
27220695	15	29.523812
27220785	15	29.529428
27221244	15	29.529598
27222139	15	29.529815
27222217	15	29.529833
27222420	15	29.529882
27222667	15	29.529942
27222747	15	29.529962
27224051	15	29.530305
27224489	15	29.530424
27224754	15	29.530496
27224775	15	29.530502
27225110	15	29.530601
27225142	15	29.53061
27225427	15	29.530695
27225481	15	29.530711
27226035	15	29.530907
27226279	15	29.531371
27226458	15	29.53167
27226495	15	29.531682
27226951	15	29.531803
27227002	15	29.531817
27229129	15	29.532318
27229779	15	29.532467
27230197	15	29.532563
27230564	15	29.532647
27231428	15	29.532848
27232104	15	29.533013
27232674	15	29.533813
27232924	15	29.536433
27233874	15	29.559836
27234143	15	29.566462
27234463	15	29.57475
27235788	15	29.617418
27236634	15	29.644681
27237460	15	29.66944
27237623	15	29.67097
27237799	15	29.672515
27238025	15	29.672965
27238322	15	29.673556
27238352	15	29.673616
27238728	15	29.674351
27240427	15	29.676089
27241367	15	29.677007
27241521	15	29.677155
27241571	15	29.677203
27241684	15	29.67731
27241878	15	29.677489
27243735	15	29.679182
27244236	15	29.679637
27244652	15	29.680014
27245053	15	29.680377
27245338	15	29.680638
27246058	15	29.681308
27246560	15	29.681903
27246638	15	29.682061
27246733	15	29.682262
27246758	15	29.682317
27246924	15	29.682707
27248755	15	29.813361
27249198	15	29.816312
27249549	15	29.818599
27250982	15	29.827755
27251160	15	29.828856
27251196	15	29.829023
27251812	15	29.830099
27251860	15	29.830173
27252426	15	29.83095
27253066	15	29.831828
27253685	15	29.832673
27254817	15	29.834219
27254961	15	29.834415
27255233	15	29.834787
27255247	15	29.834798
27255251	15	29.834802
27257090	15	29.835421
27257538	15	29.835599
27259989	15	29.836746
27260088	15	29.836818
27260580	15	29.837338
27261286	15	29.837767
27261389	15	29.837865
27261800	15	29.838894
27261888	15	29.839114
27262626	15	29.840957
27262804	15	29.841401
27262927	15	29.841707
27262996	15	29.84189
27263520	15	29.843415
27263663	15	29.843867
27263715	15	29.844032
27264100	15	29.845253
27264980	15	29.848019
27265203	15	29.848715
27265375	15	29.849247
27265390	15	29.849293
27265527	15	29.84971
27265642	15	29.850066
27265653	15	29.850097
27265697	15	29.850206
27265795	15	29.850427
27266400	15	29.851271
27267062	15	29.851293
27268107	15	29.851325
27268265	15	29.85133
27268274	15	29.85133
27268357	15	29.851333
27268486	15	29.851341
27269062	15	29.851731
27269382	15	29.852026
27269514	15	29.852102
27269602	15	29.852109
27270230	15	29.852743
27270292	15	29.852775
27270842	15	29.852973
27271370	15	29.853072
27271421	15	29.853076
27272282	15	29.853146
27272532	15	29.853155
27273153	15	29.853171
27273282	15	29.853174
27274084	15	29.853194
27274506	15	29.853205
27275295	15	29.853225
27275664	15	29.853243
27276070	15	29.853295
27276664	15	29.853456
27277213	15	29.853605
27277810	15	29.853768
27278792	15	29.854422
27279678	15	29.855012
27280882	15	29.855408
27281077	15	29.855473
27283015	15	29.856111
27283563	15	29.856418
27284014	15	29.857113
27285066	15	29.85874
27285106	15	29.858784
27286942	15	29.859904
27287569	15	29.860173
27288597	15	29.860559
27290508	15	29.861266
27291380	15	29.861577
27292862	15	29.862097
27293018	15	29.862153
27293739	15	29.862417
27294162	15	29.862687
27295644	15	29.86366
27296289	15	29.864125
27297349	15	29.864936
27298077	15	29.865411
27299714	15	29.866425
27302059	15	29.867234
27303673	15	29.867594
27304878	15	29.867862
27310471	15	29.869037
27312385	15	29.889506
27313153	15	29.902651
27315877	15	29.949279
27319639	15	30.013666
27320384	15	30.025981
27321306	15	30.027326
27322238	15	30.028383
27324024	15	30.030405
27324476	15	30.030918
27325897	15	30.031419
27326470	15	30.032712
27326503	15	30.03279
27326584	15	30.032988
27326696	15	30.033266
27327045	15	30.03414
27327182	15	30.034486
27390427	15	30.429171
27393831	15	30.431144
27393984	15	30.43125
27394416	15	30.431609
27394700	15	30.431982
27394828	15	30.432123
27395037	15	30.432328
27395478	15	30.432706
27396392	15	30.433486
27396841	15	30.434335
27396922	15	30.4345
27397031	15	30.434741
27399205	15	30.440018
27400890	15	30.443958
27401233	15	30.444636
27405816	15	30.451176
27406294	15	30.451855
27406496	15	30.452145
27406586	15	30.452271
27406721	15	30.452444
27409146	15	30.454927
27413959	15	30.475812
27414229	15	30.477227
27416585	15	30.504521
27417555	15	30.515758
27417811	15	30.518781
27418299	15	30.52233
27418550	15	30.524046
27421075	15	30.524463
27422750	15	30.524667
27423078	15	30.524707
27426477	15	30.525119
27426945	15	30.525176
27428868	15	30.525411
27429030	15	30.526
27432822	15	30.526502
27433719	15	30.526628
27435123	15	30.526834
27435341	15	30.526867
27437685	15	30.527229
27437705	15	30.527234
27439909	15	30.527893
27440002	15	30.527921
27440501	15	30.528071
27442004	15	30.528521
27442556	15	30.528618
27446567	15	30.529258
27446733	15	30.529308
27447029	15	30.529442
27447396	15	30.529675
27447759	15	30.529947
27448695	15	30.530678
27448929	15	30.530873
27453317	15	30.535958
27456432	15	30.539566
27456652	15	30.540299
27456744	15	30.540638
27456768	15	30.540726
27458569	15	30.547093
27461133	15	30.552256
27461515	15	30.55266
27461915	15	30.553049
27464480	15	30.554702
27465536	15	30.555373
27473414	15	30.56037
27474896	15	30.564
27477924	15	30.571534
27479150	15	30.574555
27479199	15	30.574675
27479357	15	30.575062
27481381	15	30.580011
27482063	15	30.581678
27486638	15	30.592979
27491436	15	30.710616
27494861	15	30.717385
27495468	15	30.718582
27496506	15	30.720631
27496591	15	30.720799
27497255	15	30.722117
27499704	15	30.726995
27500082	15	30.72807
27501432	15	30.732094
27501510	15	30.732326
27501524	15	30.732366
27501534	15	30.732394
27501552	15	30.732442
27501694	15	30.732801
27501879	15	30.733196
27502489	15	30.7345
27502918	15	30.735416
27502966	15	30.735512
27503726	15	30.736935
27505397	15	30.738255
27506066	15	30.738783
27506421	15	30.739342
27506640	15	30.739754
27506792	15	30.740042
27507599	15	30.74161
27508571	15	30.745447
27509311	15	30.766832
27509587	15	30.768314
27509653	15	30.768669
27509735	15	30.768784
27509958	15	30.769094
27510814	15	30.77022
27510829	15	30.77024
27511439	15	30.771041
27511556	15	30.771195
27511828	15	30.771552
27512250	15	30.772105
27512429	15	30.772339
27512614	15	30.772611
27513669	15	30.774182
27513758	15	30.774228
27514605	15	30.774631
27515388	15	30.775179
27516630	15	30.775454
27516776	15	30.775486
27516999	15	30.775534
27517036	15	30.775542
27517349	15	30.775607
27517479	15	30.775634
27517692	15	30.775677
27519228	15	30.775968
27519433	15	30.775998
27519454	15	30.776
27519482	15	30.776002
27519670	15	30.776012
27519822	15	30.776026
27520869	15	30.776617
27521731	15	30.776648
27522182	15	30.776664
27522424	15	30.776673
27522701	15	30.776685
27522714	15	30.776685
27522819	15	30.776692
27522987	15	30.776703
27523182	15	30.776718
27523641	15	30.776752
27523800	15	30.776768
27524713	15	30.776907
27524949	15	30.776944
27524997	15	30.776953
