27379578	15	29.238520
27379787	15	29.238570
27382415	15	29.239217
27384144	15	29.239633
27384243	15	29.239656
27385301	15	29.239909
27386986	15	29.240312
27389723	15	29.240963
27390812	15	29.241240
27390985	15	29.241288
27392767	15	29.241815
27393223	15	29.241960
27393731	15	29.242129
27393979	15	29.242212
27395933	15	29.242875
27396087	15	29.242927
27396816	15	29.243175
27398550	15	29.243763
27399489	15	29.244080
27399845	15	29.244198
27400365	15	29.244363
27400680	15	29.244464
27401093	15	29.244595
27401721	15	29.244792
27401736	15	29.244797
27401929	15	29.244856
27402547	15	29.245046
27402601	15	29.245063
27403203	15	29.245254
27404757	15	29.245898
27404797	15	29.245916
27404816	15	29.245925
27404940	15	29.245987
27405366	15	29.247887
27406409	15	29.255743
27406527	15	29.255847
27406629	15	29.255940
27406652	15	29.255959
27407659	15	29.256558
27407661	15	29.256559
27407771	15	29.256623
27408832	15	29.257239
27408968	15	29.257318
27409718	15	29.257482
27409777	15	29.257496
27409802	15	29.257503
27409995	15	29.257558
27410408	15	29.257695
27410670	15	29.257782
27411225	15	29.258220
27411502	15	29.258421
27411746	15	29.258527
27412255	15	29.258636
27412400	15	29.258666
27412578	15	29.258704
27412815	15	29.258753
27413222	15	29.258839
27414072	15	29.259016
27415306	15	29.259268
27415802	15	29.259369
27415908	15	29.259391
27416368	15	29.259482
27417377	15	29.259680
27417670	15	29.259735
27417867	15	29.259771
27418185	15	29.259830
27418487	15	29.259881
27419355	15	29.260016
27419852	15	29.260094
27419937	15	29.260107
27421213	15	29.260317
27422070	15	29.260477
27423054	15	29.260660
27423563	15	29.260755
27423770	15	29.264161
27423772	15	29.264194
27424206	15	29.271425
27424907	15	29.317807
27425002	15	29.324093
27425249	15	29.340435
27425762	15	29.374378
27425945	15	29.386486
27425994	15	29.389728
27426468	15	29.397665
27427967	15	29.398379
27431957	15	29.398620
27442634	15	29.399245
27444295	15	29.399343
27445423	15	29.399583
27445482	15	29.399628
27445749	15	29.399951
27445967	15	29.400255
27446244	15	29.400571
27447130	15	29.400841
27447284	15	29.400880
27447844	15	29.401002
27449592	15	29.401367
27451647	15	29.401802
27451961	15	29.401872
27452858	15	29.402101
27453278	15	29.402676
27453908	15	29.402848
27454175	15	29.402915
27455850	15	29.403297
27456381	15	29.403417
27456398	15	29.403421
27456469	15	29.403437
27457439	15	29.403654
27457810	15	29.403738
27458435	15	29.403880
27459196	15	29.404056
27459234	15	29.404065
27459326	15	29.404097
27459607	15	29.404260
27459714	15	29.404513
27459816	15	29.404763
27459898	15	29.404958
27459906	15	29.404976
27460409	15	29.406094
27460491	15	29.406253
27461076	15	29.407231
27461138	15	29.407283
27461334	15	29.407358
27461429	15	29.407391
27462334	15	29.407690
27462949	15	29.407894
27463422	15	29.408075
27463874	15	29.410626
27464022	15	29.413403
27464176	15	29.416305
27464258	15	29.420249
27464356	15	29.426599
27464852	15	29.459047
27465102	15	29.475402
27465842	15	29.523812
27465932	15	29.529428
27466391	15	29.529598
27467286	15	29.529815
27467364	15	29.529833
